State/UT,Hotel Name,City,Hotel Category,Hotel Type,Star Rating,Amenities,Nearby Tourist Places,Tourist Place Types,Distances (km)
Odisha,The Crown,Bhubaneswar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kalinga Stadium, Lingaraj Temple, Udayagiri Caves, Nandankanan Zoo, Museum","Heritage, Religious, Adventure, Wildlife, Heritage","25, 2, 6, 10, 24"
Odisha,HHI Bhubaneswar,Bhubaneswar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ram Mandir, Lingaraj Temple, Udayagiri Caves, Nandankanan Zoo, Museum","Religious, Religious, Adventure, Wildlife, Heritage","14, 2, 6, 10, 24"
Odisha,Pramod Convention Club,Bhubaneswar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Barabati Fort, Netaji Birthplace, Maritime Museum, Kataka Chandi Temple, Dhabaleswar","Heritage, Heritage, Heritage, Religious, Heritage","30, 30, 15, 9, 2"
Odisha,Mayfair Rourkela,Rourkela,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Hanuman Vatika, Indira Gandhi Park, Vedavyas Temple, Mandira Dam, Vaishno Devi","Heritage, Heritage, Religious, Religious, Heritage","16, 23, 15, 11, 6"
Odisha,Empire Hotel Paradip,Paradip,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Paradip Port, Paradip Beach, Hanuman Temple, Marine Museum, Sandhakuda","Heritage, Beach, Religious, Heritage, Heritage","3, 24, 3, 18, 10"
Odisha,New Marrion,Bhubaneswar,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Janpath, Lingaraj Temple, Udayagiri Caves, Nandankanan Zoo, Dhauli Stupa","Heritage, Religious, Adventure, Wildlife, Religious","11, 2, 6, 10, 6"
Odisha,Holiday Resort Puri,Puri,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Chakra Tirtha, Jagannath Temple, Puri Beach, Raghurajpur, Swargadwar","Heritage, Religious, Beach, Heritage, Heritage","3, 18, 10, 14, 26"
Odisha,Lemon Tree Premier,Bhubaneswar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Infocity, Nandankanan Zoo, Lingaraj Temple, Udayagiri Caves, Museum","Heritage, Wildlife, Religious, Adventure, Heritage","13, 23, 9, 24, 24"
Odisha,Satkosia Sands Resort,Bhubaneswar,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Gorge Sanctuary, Tikarpada, Chhotakei, Binikei, Baghamunda","Wildlife, Heritage, Heritage, Heritage, Heritage","11, 29, 25, 14, 20"
,,,,,,,,,
State,Hotel Name,,,,,,,,
Assam,Vivanta Guwahati,Guwahati,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Khanapara, Kamakhya Temple, Umananda Island, Brahmaputra River, Zoo","Heritage, Religious, Heritage, Heritage, Wildlife","22, 3, 12, 18, 23"
Assam,Radisson Blu Guwahati,Guwahati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Deepor Beel, Kamakhya Temple, Brahmaputra, Pobitora Sanctuary, Science Museum","Heritage, Religious, Heritage, Wildlife, Heritage","30, 3, 5, 35, 6"
Assam,Novotel Guwahati,Guwahati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Dispur, Kamakhya Temple, Srimanta Sankaradeva Kalakshetra, Zoo, Brahmaputra","Heritage, Religious, Heritage, Wildlife, Heritage","29, 3, 30, 27, 6"
Assam,Kiranshree Grand,Guwahati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Airport, Deepor Beel, Kamakhya Temple, Umananda, Science Museum","Heritage, Heritage, Religious, Heritage, Heritage","18, 5, 12, 20, 6"
Assam,Borgos Resort,Kaziranga,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Kaziranga Park, Orchid Park, Tea Gardens, Brahmaputra River, Kakochang Falls","Heritage, Heritage, Heritage, Heritage, Adventure","2, 27, 24, 18, 33"
Assam,IORA The Retreat,Kaziranga,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Orchid Park, Kaziranga National Park, Tea Gardens, Ethnic Village, Kakochang Falls","Heritage, Wildlife, Heritage, Heritage, Adventure","16, 59, 24, 12, 33"
Assam,Diphlu River Lodge,Kaziranga,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","River Diphlu, Kaziranga National Park, Orchid Park, Tea Gardens, Tribal Village","Heritage, Wildlife, Heritage, Heritage, Heritage","29, 59, 13, 21, 3"
Meghalaya,Vivanta Meghalaya,Shillong,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Police Bazar, Ward's Lake, Shillong Peak, Elephant Falls, Don Bosco Museum","Heritage, Heritage, Hill Station, Wildlife, Heritage","25, 24, 18, 60, 21"
Meghalaya,Ri Kynjai,Shillong,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Umiam Lake, Elephant Falls, Shillong Peak, Mawlynnong, Cherrapunji","Heritage, Wildlife, Hill Station, Heritage, Heritage","10, 58, 18, 5, 15"
Meghalaya,Polo Orchid Resort,Kolkata,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Seven Sisters Falls, Mawsmai Cave, Nohkalikai Falls, Double Decker Bridge, Eco Park","Adventure, Adventure, Adventure, Hill Station, Heritage","28, 43, 22, 15, 30"
Meghalaya,Tripura Castle,Shillong,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Golf Links, Ward's Lake, Don Bosco Museum, Shillong Peak, Elephant Falls","Heritage, Heritage, Heritage, Hill Station, Wildlife","30, 24, 20, 4, 38"
Sikkim,Mayfair Spa Resort,Gangtok,Ultra Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Rumtek Monastery, MG Marg, Tsomgo Lake, Nathula Pass, Enchey Monastery","Religious, Heritage, Heritage, Adventure, Religious","17, 14, 12, 29, 9"
Sikkim,Taj Guras Kutir,Gangtok,Ultra Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Pangthang, Tsomgo Lake, Rumtek Monastery, MG Marg, Hanuman Tok","Heritage, Heritage, Religious, Heritage, Heritage","22, 14, 4, 4, 28"
Sikkim,The Elgin Nor-Khill,Gangtok,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","MG Marg, Enchey Monastery, Flower Show, Do Drul Chorten, Rumtek","Heritage, Religious, Heritage, Heritage, Heritage","20, 11, 17, 15, 15"
Sikkim,Ramada Gangtok,Gangtok,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Deorali, MG Marg, Tsomgo Lake, Nathula Pass, Rumtek Monastery","Heritage, Heritage, Heritage, Adventure, Religious","16, 14, 12, 29, 10"
Sikkim,The Elgin Mount Pandim,Gangtok,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Pemayangtse, Rabdentse Ruins, Khecheopalri Lake, Kanchenjunga Falls, Helipad","Heritage, Heritage, Heritage, Adventure, Heritage","23, 29, 21, 36, 3"
Sikkim,Chumbi Mountain Retreat,Gangtok,Medium Luxury,Hill Resort,4★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Sanga Choeling, Pemayangtse Monastery, Rabdentse, Rimbi Falls, Khecheopalri","Heritage, Religious, Heritage, Adventure, Heritage","22, 14, 20, 16, 22"
Tripura,Hotel Polo Towers,Agartala,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ujjayanta Palace, Neermahal, Sepahijala, Unakoti, Tripura Sundari Temple","Heritage, Heritage, Heritage, Heritage, Religious","11, 29, 23, 28, 10"
Nagaland,Niathu Resort,Kohima,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Kachari Ruins, Dimapur Market, Kohima, Dzükou Valley, Triple Falls","Heritage, Heritage, Heritage, Heritage, Adventure","16, 11, 29, 27, 9"
Nagaland,Hotel Vivor,Kohima,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kisama Village, Kohima War Cemetery, Kohima Museum, Japfü Peak, Khonoma","Heritage, Heritage, Heritage, Hill Station, Heritage","21, 3, 10, 22, 21"
Arunachal,Dirang Boutique Cottages,Dirang,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Dirang Valley, Sangti Valley, Tawang, Dirang Dzong, Hot Springs","Heritage, Heritage, Heritage, Heritage, Heritage","2, 27, 21, 22, 24"
Mizoram,Hotel Regency,Aizawl,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Solomon's Temple, Mizoram State Museum, Durtlang Hills, Reiek, Hmuifang","Religious, Heritage, Hill Station, Heritage, Heritage","5, 27, 13, 22, 25"
Manipur,Classic Grande,Imphal,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kangla Fort, Ima Keithel, Loktak Lake, Sendra Island, War Cemetery","Heritage, Heritage, Heritage, Heritage, Heritage","19, 13, 15, 8, 17"
Assam,The Manor - Heritage,Guwahati,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Tea Gardens, Majuli Island, Gibbon Sanctuary, Tocklai Research, Gymkhana","Heritage, Heritage, Wildlife, Heritage, Heritage","21, 7, 18, 7, 8"
Sikkim,Denzong Regency,Gangtok,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Enchey Monastery, MG Marg, Tsomgo Lake, Nathula Pass, Rumtek Monastery","Religious, Heritage, Heritage, Adventure, Religious","3, 14, 12, 29, 10"
,,,,,,,,,
,,,,,,,,,
State,Hotel Name,,,,,,,,
Bihar,Hotel Maurya,Patna,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Maidan, Patna Museum, Golghar, Sanjay Gandhi Zoo, Takht Sri Patna","Heritage, Heritage, Heritage, Wildlife, Heritage","19, 6, 6, 40, 2"
Bihar,Lemon Tree Premier,Patna,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Exhibition Road, Gandhi Maidan, Patna Museum, Golghar, Zoo","Heritage, Heritage, Heritage, Heritage, Wildlife","5, 2, 26, 22, 23"
Bihar,Panache Hotel,Patna,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Maidan, Ganga River, Golghar, Patna Museum, Zoo","Heritage, Heritage, Heritage, Heritage, Wildlife","19, 30, 6, 29, 23"
Bihar,The Bodhi Tree Hotel,Bodh Gaya,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mahabodhi Temple, Great Buddha Statue, Thai Monastery, Tergar Monastery, Museum","Religious, Heritage, Religious, Religious, Heritage","15, 11, 1, 4, 24"
Bihar,Marasa Sarovar Bodhgaya,Bodh Gaya,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Thai Temple, Mahabodhi Temple, Bhutanese Monastery, Great Buddha, Dungeshwari","Religious, Religious, Religious, Heritage, Heritage","6, 9, 16, 20, 11"
Bihar,Oaks Bodhgaya,Bodh Gaya,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Japanese Temple, Mahabodhi Temple, Thai Monastery, Great Buddha Statue, Museum","Religious, Religious, Religious, Heritage, Heritage","4, 9, 1, 26, 24"
Bihar,Indo Hokke Hotel,Patna,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Vulture Peak, Vishwa Shanti Stupa, Rajgir Ropeway, Bimbisara Jail, Swarna Bhandar","Hill Station, Religious, Heritage, Heritage, Heritage","28, 3, 18, 16, 3"
Jharkhand,Radisson Blu Ranchi,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Main Road, Rock Garden, Pahari Mandir, Tagore Hill, Hundru Falls","Heritage, Heritage, Religious, Hill Station, Adventure","21, 20, 7, 17, 25"
Jharkhand,Chanakya BNR Hotel,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ranchi Station, Rock Garden, Tagore Hill, Pahari Mandir, Dassam Falls","Heritage, Heritage, Hill Station, Religious, Adventure","5, 20, 12, 3, 16"
Jharkhand,Le Lac Sarovar Portico,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ranchi Lake, Rock Garden, Tagore Hill, Pahari Mandir, Jagannath Temple","Heritage, Heritage, Hill Station, Religious, Religious","7, 20, 12, 3, 12"
Jharkhand,Ramada Jamshedpur,Jamshedpur,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bistupur, Jubilee Park, Tata Steel Zoo, Dalma Wildlife, Dimna Lake","Heritage, Heritage, Wildlife, Wildlife, Heritage","16, 9, 59, 10, 10"
Jharkhand,The Sonnet,Jamshedpur,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Bistupur, Jubilee Park, Tata Steel Zoo, Dalma Hills, Dimna Lake","Heritage, Heritage, Wildlife, Hill Station, Heritage","16, 9, 59, 20, 10"
Jharkhand,Fortune Park Centre Point,Jamshedpur,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Tata Steel, Jubilee Park, Jayanti Sarovar, Dimna Lake, Dalma Wildlife","Heritage, Heritage, Heritage, Heritage, Wildlife","12, 9, 27, 26, 33"
Jharkhand,Hotel Imperial Heights,Ranchi,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Baidyanath Dham, Tapovan, Trikut Pahar, Naulakha Temple, Satsang Ashram","Religious, Heritage, Heritage, Religious, Religious","8, 9, 20, 16, 3"
Chhattisgarh,Courtyard Raipur,Mumbai,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Labhandi, Marine Drive, Naya Raipur, Magneto Mall, Purkhouti Muktangan","Heritage, Beach, Heritage, Heritage, Heritage","29, 24, 8, 24, 16"
Chhattisgarh,Hyatt Raipur,Raipur,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Magneto Mall, Swami Vivekananda Sarovar, Nandan Van, Ghatarani Falls, Zoo","Heritage, Heritage, Heritage, Adventure, Wildlife","2, 4, 13, 41, 23"
Chhattisgarh,Sayaji Hotel Raipur,Mumbai,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","GE Road, Marine Drive, Magneto Mall, Purkhouti Muktangan, Naya Raipur","Heritage, Beach, Heritage, Heritage, Heritage","18, 24, 10, 19, 9"
Chhattisgarh,Babylon Capital,Mumbai,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","VIP Road, Marine Drive, Nandan Van, Magneto Mall, Purkhouti Muktangan","Heritage, Beach, Heritage, Heritage, Heritage","4, 24, 13, 24, 16"
Chhattisgarh,Mayfair Lake Resort,Kevadia,Ultra Luxury,Resort,5★,"WiFi, Swimming Pool, Spa, Gym, Parking","Naya Raipur, Jungle Safari, Purkhouti Muktangan, Statue of Unity (Raipur), Zoo","Heritage, Wildlife, Heritage, Heritage, Wildlife","3, 24, 17, 22, 23"
Chhattisgarh,Courtyard Bilaspur,Raipur,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mangla Chowk, Rama Magneto Mall, City Mall 36, Kanan Pendari, Ratanpur","Heritage, Heritage, Heritage, Heritage, Heritage","9, 16, 2, 23, 28"
Chhattisgarh,Amit Park International,Raipur,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Civic Center, Maitri Bagh Zoo, Tandula Dam, Dhamdha Fort, Bhilai","Heritage, Wildlife, Heritage, Religious, Heritage","5, 42, 25, 3, 2"
Bihar,Hotel Gargee Grand,Patna,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Exhibition Road, Gandhi Maidan, Golghar, Patna Museum, Zoo","Heritage, Heritage, Heritage, Heritage, Wildlife","5, 2, 6, 29, 23"
Jharkhand,Sonotel,Ranchi,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ozone Galleria, Bhatinda Falls, Maithon Dam, Panchet Dam, Birsa Munda Park","Heritage, Adventure, Heritage, Heritage, Heritage","29, 11, 7, 11, 14"
Chhattisgarh,VW Canyon,Mumbai,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","VIP Road, Marine Drive, Naya Raipur, Jungle Safari, Magneto Mall","Heritage, Beach, Heritage, Wildlife, Heritage","4, 24, 8, 55, 27"
Jharkhand,Bokaro Mall Hotel,Puri,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bokaro Mall, City Park, Bokaro Steel Plant, Jagannath Temple, Garga Dam","Heritage, Heritage, Heritage, Religious, Heritage","2, 17, 17, 15, 18"
,,,,,,,,,
,,,,,,,,,
State,Hotel Name,,,,,,,,
Goa,Taj Exotica Resort & Spa,Colva,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Benaulim Beach, Colva Beach, Varca Beach, Fatorda Stadium, San Thome Museum","Beach, Beach, Beach, Heritage, Heritage","23, 10, 18, 23, 9"
Goa,The Leela Goa,Mobor,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mobor Beach, Cavelossim Beach, Sal River, Betul Fort, Cabo de Rama Fort","Beach, Beach, Heritage, Heritage, Heritage","1, 11, 4, 11, 29"
Goa,ITC Grand Goa,Panaji,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Arossim Beach, Utorda Beach, Majorda Beach, Velsao Beach, Three Kings Chapel","Beach, Beach, Beach, Beach, Heritage","16, 7, 19, 17, 19"
Goa,Alila Diwa Goa - Hyatt,Colva,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Majorda Beach, Sunset Beach, Colva Beach, Martin's Corner, Mother of God Church","Beach, Beach, Beach, Heritage, Religious","24, 16, 23, 10, 7"
Goa,W Goa,Vagator,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Vagator Beach, Chapora Fort, Anjuna Beach, Ozran Beach, Hilltop Goa","Beach, Heritage, Beach, Beach, Hill Station","25, 2, 15, 17, 20"
Goa,Grand Hyatt Goa,Panaji,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Bambolim Beach, Goa University, Dona Paula View Point, Miramar Beach, Panaji","Beach, Heritage, Hill Station, Beach, Heritage","21, 13, 18, 12, 11"
Goa,Taj Fort Aguada Resort & Spa,Candolim,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Aguada Fort, Candolim Beach, Sinquerim Beach, Lighthouse Aguada, Calangute Beach","Heritage, Beach, Beach, Heritage, Beach","22, 22, 16, 6, 11"
Goa,Taj Holiday Village Resort,Candolim,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Sinquerim Beach, Candolim Beach, Aguada Fort, Baga Beach, Museum of Goa","Beach, Beach, Heritage, Beach, Heritage","17, 22, 19, 5, 30"
Goa,Taj Cidade de Goa Heritage,Panaji,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Miramar Beach, Dona Paula View Point, Raj Bhavan, Vainguinim Beach, Panaji","Beach, Hill Station, Heritage, Beach, Heritage","25, 25, 28, 24, 11"
Goa,Taj Cidade de Goa Horizon,Panaji,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Dona Paula View Point, Miramar Beach, Caranzalem Beach, Panaji, Immaculate Conception Church","Hill Station, Beach, Beach, Heritage, Religious","9, 4, 2, 21, 10"
Goa,Novotel Goa Resort & Spa,Candolim,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Candolim Beach, Calangute Beach, Baga Beach, Aguada Fort, Saturday Night Market","Beach, Beach, Beach, Heritage, Heritage","4, 19, 17, 22, 14"
Goa,DoubleTree by Hilton Goa,Anjuna,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Anjuna Beach, Baga Beach, Arpora Saturday Market, Splashdown Waterpark, Calangute Beach","Beach, Beach, Heritage, Heritage, Beach","21, 2, 4, 10, 11"
Goa,"Vivanta Goa, Panaji",Panaji,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Immaculate Conception, Fontainhas, Mandovi River Cruise, Miramar Beach, Goa Museum","Heritage, Heritage, Adventure, Beach, Heritage","8, 21, 36, 12, 29"
Goa,The Yellow House,Vagator,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Vagator Beach, Chapora Fort, Anjuna Flea Market, Ozran Beach, Thalassa","Beach, Heritage, Heritage, Beach, Heritage","25, 2, 26, 17, 25"
Goa,The Lalit Golf & Spa Resort,Palolem,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Palolem Beach, Patnem Beach, Rajbag Beach, Talpona Beach, Cotigao Wildlife Sanctuary","Beach, Beach, Beach, Beach, Wildlife","9, 14, 8, 16, 54"
Goa,Hyatt Centric Candolim,Candolim,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Calangute Beach, Candolim Beach, Baga Beach, Newton's Supermarket, Snow Park","Beach, Beach, Beach, Heritage, Heritage","25, 22, 17, 23, 2"
Goa,Le Meridien Goa,Anjuna,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Baga Beach, Calangute Beach, Tito's Lane, Casino Palms, Anjuna Beach","Beach, Beach, Heritage, Heritage, Beach","9, 19, 12, 15, 19"
Goa,Marquis Beach Resort,Morjim,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Morjim Beach, Ashwem Beach, Chapora River, Turtle Nesting Site, Arambol Beach","Beach, Beach, Heritage, Heritage, Beach","23, 16, 10, 17, 4"
Goa,Hilton Goa Resort,Candolim,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Nerul River, Candolim Beach, Coco Beach, Reis Magos Fort, Saipem Village","Heritage, Beach, Beach, Heritage, Heritage","8, 22, 15, 2, 6"
Goa,Fairfield by Marriott Anjuna,Vagator,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Anjuna Beach, Vagator Beach, Chapora Fort, Baga Beach, Saturday Night Market","Beach, Beach, Heritage, Beach, Heritage","21, 22, 2, 5, 14"
Goa,Hard Rock Hotel Goa,Candolim,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Calangute Beach, Baga Beach, Candolim Beach, Tito's Lane, St. Alex Church","Beach, Beach, Beach, Heritage, Religious","25, 2, 10, 11, 7"
Goa,Acron Waterfront Resort,Anjuna,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Baga Creek, Baga Beach, Calangute Beach, Anjuna Beach, Saturday Night Market","Heritage, Beach, Beach, Beach, Heritage","24, 2, 25, 9, 14"
Goa,Resort Rio,Anjuna,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Saturday Night Market, Baga Beach, Anjuna Beach, Calangute Beach, Arpora Hill","Heritage, Beach, Beach, Beach, Hill Station","15, 2, 15, 20, 16"
Goa,The St. Regis Goa Resort,Mobor,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mobor Beach, Cavelossim Beach, Betul Fort, Sal River, Varca Beach","Beach, Beach, Heritage, Heritage, Beach","1, 11, 28, 6, 7"
Goa,Holiday Inn Resort Goa,Colva,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mobor Beach, Cavelossim Beach, Betul Beach, Cabo de Rama Fort, Colva Beach","Beach, Beach, Beach, Heritage, Beach","1, 11, 23, 26, 21"
,,,,,,,,,
,,,,,,,,,
State,Hotel Name,,,,,,,,
Tamil Nadu,ITC Grand Chola,Chennai,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Guindy National Park, Birla Planetarium, Marina Beach, Kapaleeshwarar Temple, St. Thomas Mount","Wildlife, Heritage, Beach, Religious, Hill Station","59, 13, 8, 11, 7"
Tamil Nadu,Taj Coromandel,Chennai,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Kapaleeshwarar Temple, Marina Beach, Fort St. George, San Thome Basilica, Government Museum","Religious, Beach, Heritage, Heritage, Heritage","7, 10, 2, 3, 21"
Tamil Nadu,Taj Connemara,Chennai,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Spencer Plaza, Express Avenue, Government Museum, Mount Road, Marina Beach","Heritage, Heritage, Heritage, Hill Station, Beach","15, 23, 8, 27, 17"
Tamil Nadu,The Leela Palace Chennai,Chennai,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Marina Beach, San Thome Basilica, Kapaleeshwarar Temple, Vivekananda House, Elliot's Beach","Beach, Heritage, Religious, Heritage, Beach","7, 3, 3, 18, 15"
Tamil Nadu,Park Hyatt Chennai,Chennai,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Raj Bhavan, Guindy National Park, Phoenix Marketcity, Anna University, St. Thomas Mount","Heritage, Wildlife, Heritage, Heritage, Hill Station","25, 13, 8, 11, 7"
Tamil Nadu,Taj Fisherman's Cove,Kovalam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Kovalam Beach, DakshinaChitra, MGM Dizzee World, Muttukadu Boat House, Crocodile Bank","Beach, Heritage, Heritage, Religious, Heritage","12, 28, 27, 3, 27"
Tamil Nadu,Hilton Chennai,Chennai,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Ekkatuthangal, Guindy Industrial Estate, Phoenix Marketcity, T. Nagar, Marina Beach","Heritage, Heritage, Heritage, Heritage, Beach","17, 18, 8, 3, 17"
