State,Hotel Name,Type,Amenities,Nearby Tourist Places
HP,Hyatt Regency Dharamshala,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Dalai Lama Temple, Bhagsu Waterfall, McLeod Ganj, HPCA Stadium, St. John"
HP,Radisson Blu Dharamshala,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","PCA Stadium, Norbulingka Institute, Tea Gardens, War Memorial, Kangra Fort"
HP,Span Resort & Spa,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Kullu Valley, Beas River, Manali Mall Road, Naggar Castle, Solang Valley"
HP,Larisa Resort Manali,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Naggar Castle, Nicholas Roerich Gallery, Jana Waterfall, Beas River, Hadimba Temple"
HP,The Himalayan Manali,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Hadimba Temple, Old Manali, Vashisht Hot Springs, Manu Temple, Solang Valley"
HP,WelcomHotel Shimla,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Mashobra, Craignano Nature Park, Forest Sanctuary, Naldehra, Tattapani"
HP,Moksha Himalaya Spa,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Timber Trail, Parwanoo, Pinjore Gardens, Kasauli, Dagshai"
HP,WelcomHeritage Glenview,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Monkey Point, Gilbert Trail, Baptist Church, Mall Road, Christ Church"
HP,Jungle Lodge Kasauli,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Gilbert Trail, Sunset Point, Manki Point, Dagshai, Dharampur"
HP,Chail Palace (HPTDC),Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Chail Cricket Ground, Kali Ka Tibba, Chail Sanctuary, Sidh Baba Mandir, Sadhupul"
HP,Taragarh Palace,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Baijnath Temple, Bir Billing, Tashi Jong, Chamunda Devi Temple, Tea Estates"
HP,Infinitea Centric,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Bir Billing, Saurabh Van Vihar, Neugal Khad, Bundla Stream, Jakhni Mata Temple"
HP,Radisson Jass Shimla,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Jakhu Temple, Ridge, Mall Road, Lakkar Bazaar, Christ Church"
HP,Baragarh Resort & Spa,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Rohtang Pass, Solang Valley, Beas River, Nehru Kund, Gulaba"
HP,Grand View Dalhousie,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Khajjiar, Dainkund Peak, Kalatop Sanctuary, Panchpula, Bakrota Hills"
HP,Fortune Park Dalhousie,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Chowk, Subhash Baoli, Satdhara Falls, Mall Road, Chamera Lake"
HP,The Pavillion (HPCA),Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","HPCA Stadium, Dalai Lama Temple, War Memorial, Kangra Museum, Bhagsu Nag Temple"
HP,Marina - Shimla,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Mall Road, Ridge, Christ Church, Jakhu Temple, Viceregal Lodge"
HP,Royal Tulip Shimla,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Kufri Fun World, Himalayan Nature Park, Mahasu Peak, Fagu, Narkanda"
HP,The Chalets Naldehra,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Naldehra Golf Course, Shaily Peak, Mahunag Temple, Cogent Point, Shimla"
HP,Suryavilas Luxury Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Solan Brewery, Jatoli Temple, Karol Tibba, Mohan Shakti Heritage Park, Dagshai"
HP,ShivAdya Boutique Hotel,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Naggar Castle, Nicholas Roerich Gallery, Jana Waterfall, Beas River, Manali"
UT/Island,Hotel Name,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Nearby Tourist Places, Nearby Tourist Places, Nearby Tourist Places, Nearby Tourist Places, Nearby Tourist Places"
Andaman,Taj Exotica Havelock,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Radhanagar Beach, Elephant Beach, Kalapathar Beach, Neil Island, Cellular Jail"
Andaman,Barefoot at Havelock,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Radhanagar Beach, Elephant Beach, Kalapathar Beach, Neil Island, Chidiya Tapu"
Andaman,Silver Sand Havelock,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Vijay Nagar Beach, Radhanagar Beach, Elephant Beach, Neil Island, Port Blair"
Andaman,Coral Reef Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Vijay Nagar Beach, Radhanagar Beach, Elephant Beach, Neil Island, Cellular Jail"
Andaman,WelcomHotel Bay Island,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Cellular Jail, Ross Island, Anthropological Museum, Chidiya Tapu, North Bay"
Andaman,Symphony Samudra,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Chidiya Tapu, Munda Pahar Beach, Biological Park, Cellular Jail, Ross Island"
Andaman,SeaShell Port Blair,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Marine Hill, Cellular Jail, Ross Island, Aberdeen Bazaar, Chatham Saw Mill"
Andaman,SeaShell Samsara Neil,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Laxmanpur Beach, Bharatpur Beach, Sitapur Beach, Natural Bridge, Port Blair"
Andaman,Summer Sands Neil,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Neil Island, Laxmanpur Beach, Bharatpur Beach, Natural Bridge, Sitapur Beach"
Pondy,Palais de Mahe,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Promenade Beach, White Town, Sri Aurobindo Ashram, Auroville, Manakula Temple"
Pondy,La Villa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","French Colony, Promenade Beach, Sri Aurobindo Ashram, White Town, Botanical Garden"
Pondy,The Promenade,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Gandhi Statue, Promenade Beach, French Quarter, White Town, Bharathi Park"
Pondy,Radisson Resort Bay,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Eden Beach, Paradise Beach, Chunnambar Boat House, Arikamedu, Serenity Beach"
Pondy,Maison Perumal,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Tamil Quarter, Sri Aurobindo Ashram, Promenade Beach, White Town, Bharathi Park"
Pondy,Accord Puducherry,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","City Centre, Promenade Beach, White Town, Auroville, Botanical Garden"
Pondy,Shenbaga Hotel,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","MG Road, Sri Aurobindo Ashram, Promenade Beach, White Town, Botanical Garden"
Pondy,Grand Hotel d'Europe,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","White Town, Promenade Beach, Sri Aurobindo Ashram, French Quarter, Bharathi Park"
Lakshad,Bangaram Island Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Coral Reef, Agatti Island, Kadmat Island, Kalpeni, Kavaratti"
Lakshad,Agatti Island Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Agatti Beach, Bangaram Island, Kavaratti, Kalpeni, Kadmat Island"
Diu,The Fern Seaside Tent,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Nagoa Beach, Diu Fort, St. Paul's Church, Naida Caves, Ghoghla Beach"
Diu,Radhika Beach Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Nagoa Beach, Diu Fort, Gangeshwar Temple, Shell Museum, Sunset Point"
Daman,The Deltin,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Varkund, Jampore Beach, Moti Daman Fort, Devka Beach, St. Jerome Fort"
Daman,Mirasol Lake Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Kadaiya Lake, Devka Beach, Jampore Beach, Moti Daman Fort, Jetty"
Silvassa,Treat Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Silvassa, Dudhni Lake, Vanganga Lake Garden, Tribal Museum, Lion Safari"
Silvassa,Ras Resorts,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Riverfront, Vanganga Garden, Tribal Museum, Nakshatra Garden, Hirwa Van Garden"
Bihar,Hotel Maurya Patna,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Maidan, Patna Museum, Golghar, Sanjay Gandhi Zoo, Takht Sri Patna"
Bihar,Lemon Tree Premier,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Exhibition Road, Gandhi Maidan, Patna Museum, Golghar, Sanjay Gandhi Zoo"
Bihar,Panache Hotel Patna,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Maidan, Ganga Riverfront, Golghar, Patna Museum, Zoo"
Bihar,The Bodhi Tree Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mahabodhi Temple, Great Buddha Statue, Thai Monastery, Bhutanese Monastery, Museum"
Bihar,Marasa Sarovar Bodhgaya,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Thai Temple, Mahabodhi Temple, Japanese Monastery, Great Buddha Statue, Dungeshwari"
Bihar,Oaks Bodhgaya,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Japanese Temple, Mahabodhi Temple, Thai Monastery, Great Buddha, Dungeshwari"
Bihar,Indo Hokke Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Vulture Peak, Vishwa Shanti Stupa, Rajgir Ropeway, Bimbisara Jail, Swarna Bhandar"
Bihar,Hotel Gargee Grand,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Exhibition Road, Gandhi Maidan, Patna Museum, Golghar, Sanjay Gandhi Zoo"
Jhark,Radisson Blu Ranchi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Main Road, Rock Garden, Pahari Mandir, Tagore Hill, Hundru Falls"
Jhark,Chanakya BNR Ranchi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ranchi Station, Rock Garden, Tagore Hill, Pahari Mandir, Dassam Falls"
Jhark,Le Lac Sarovar Portico,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ranchi Lake, Rock Garden, Tagore Hill, Pahari Mandir, Jagannath Temple"
Jhark,Ramada Jamshedpur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bistupur, Jubilee Park, Tata Steel Zoo, Dalma Wildlife Sanctuary, Dimna Lake"
Jhark,The Sonnet,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bistupur, Jubilee Park, Tata Steel Zoo, Dalma Wildlife, Dimna Lake"
Jhark,Fortune Park Jamshedpur,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Tata Steel, Jubilee Park, Jayanti Sarovar, Dimna Lake, Dalma Hills"
Jhark,Hotel Imperial Heights,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Baidyanath Dham, Tapovan, Trikut Pahar, Naulakha Temple, Satsang Ashram"
Jhark,Sonotel Dhanbad,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ozone Galleria, Bhatinda Falls, Maithon Dam, Panchet Dam, Birsa Munda Park"
Jhark,Bokaro Mall Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bokaro Mall, City Park, Bokaro Steel Plant, Jagannath Temple, Garga Dam"
Chhat,Courtyard Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Labhandi, Marine Drive, Naya Raipur, Magneto Mall, Purkhouti Muktangan"
Chhat,Hyatt Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Magneto Mall, Swami Vivekananda Sarovar, Nandan Van, Ghatarani Falls, Zoo"
Chhat,Sayaji Hotel Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","GE Road, Marine Drive, Magneto Mall, Purkhouti Muktangan, Naya Raipur"
Chhat,Babylon Capital Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","VIP Road, Marine Drive, Nandan Van, Magneto Mall, Purkhouti Muktangan"
Chhat,Mayfair Lake Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Naya Raipur, Jungle Safari, Purkhouti Muktangan, Statue of Unity, Zoo"
Chhat,Courtyard Bilaspur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mangla Chowk, Rama Magneto Mall, City Mall 36, Kanan Pendari, Ratanpur"
Chhat,Amit Park International,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Civic Center, Maitri Bagh Zoo, Tandula Dam, Dhamdha Fort, Bhilai Steel Plant"
Chhat,VW Canyon Raipur,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","VIP Road, Marine Drive, Naya Raipur, Jungle Safari, Magneto Mall"
Telangana,Taj Falaknuma Palace,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Taj Krishna,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,ITC Kohenur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,The Leela Hyderabad,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Hyatt Regency Hyderabad Gachibowli,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,"Radisson Blu Plaza Hotel, Hyderabad Banjara Hills",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,JW Marriott Hotel Hyderabad,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Marriott Hyderabad,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Trident Hyderabad,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Novotel Hyderabad Airport,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Taj Falaknuma Palace - 1,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Taj Krishna - 2,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,ITC Kohenur - 3,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,The Leela Hyderabad - 4,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Hyatt Regency Hyderabad Gachibowli - 5,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,"Radisson Blu Plaza Hotel, Hyderabad Banjara Hills - 6",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,JW Marriott Hotel Hyderabad - 7,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Marriott Hyderabad - 8,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Trident Hyderabad - 9,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Novotel Hyderabad Airport - 10,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Taj Falaknuma Palace - 11,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Taj Krishna - 12,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,ITC Kohenur - 13,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,The Leela Hyderabad - 14,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Telangana,Hyatt Regency Hyderabad Gachibowli - 15,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Charminar, Golconda Fort, Hussain Sagar Lake, Salar Jung Museum, Birla Mandir Hyderabad"
Chandigarh,Taj Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Hyatt Regency Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,JW Marriott Hotel Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Radisson Blu Hotel Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,The Park Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Clarks Inn Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Four Points by Sheraton Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Courtyard by Marriott Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Holiday Inn Chandigarh Zirakpur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Lemon Tree Hotel Chandigarh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Taj Chandigarh - 1,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Hyatt Regency Chandigarh - 2,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,JW Marriott Hotel Chandigarh - 3,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Radisson Blu Hotel Chandigarh - 4,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,The Park Chandigarh - 5,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Clarks Inn Chandigarh - 6,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Four Points by Sheraton Chandigarh - 7,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Courtyard by Marriott Chandigarh - 8,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Holiday Inn Chandigarh Zirakpur - 9,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Lemon Tree Hotel Chandigarh - 10,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Taj Chandigarh - 11,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Hyatt Regency Chandigarh - 12,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,JW Marriott Hotel Chandigarh - 13,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,Radisson Blu Hotel Chandigarh - 14,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Chandigarh,The Park Chandigarh - 15,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden, Leisure Valley"
Delhi,"Taj Palace, New Delhi",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"The Imperial, New Delhi",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"Taj Mahal Hotel, New Delhi",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"ITC Maurya, New Delhi",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Oberoi New Delhi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,JW Marriott Hotel New Delhi Aerocity,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,The Leela Palace New Delhi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Hyatt Regency Delhi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Radisson Blu Hotel New Delhi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Courtyard by Marriott New Delhi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"Taj Palace, New Delhi - 1",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"The Imperial, New Delhi - 2",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"Taj Mahal Hotel, New Delhi - 3",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"ITC Maurya, New Delhi - 4",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Oberoi New Delhi - 5,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,JW Marriott Hotel New Delhi Aerocity - 6,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,The Leela Palace New Delhi - 7,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Hyatt Regency Delhi - 8,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Radisson Blu Hotel New Delhi - 9,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Courtyard by Marriott New Delhi - 10,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
